customer_id,age,gender,location,tenure_months,monthly_spend,total_spend,login_frequency,support_tickets,product_usage,subscription_type,payment_method,discount_used,churn,customer_lifetime_value,average_monthly_spend,usage_per_month,support_ticket_rate,age_group,tenure_group
C100362,68.0,Male,Bengaluru,58,2561.58,141936.78,25.0,3,100.0,Quarterly,Debit Card,0,0,175354.54,2447.1858620689654,1.7241379310344827,0.05172413793103448,51+,25+ months
C100363,25.0,Female,Pune,2,2585.31,5500.35,23.0,1,91.0,Annual,UPI,0,0,64893.53,2750.175,45.5,0.5,18-25,0-6 months
C100364,44.0,Male,Chennai,3,2122.46,6210.99,15.0,1,100.0,Annual,Bank Transfer,1,0,51094.35,2070.33,33.333333333333336,0.3333333333333333,36-50,0-6 months
C100365,44.0,Male,Mumbai,52,1159.83,65380.43,2.0,1,100.0,Monthly,UPI,0,0,89843.54,1257.3159615384616,1.9230769230769231,0.019230769230769232,36-50,25+ months
C100366,51.0,Male,Mumbai,55,1444.45,75421.78,23.0,7,77.0,Quarterly,Wallet,1,0,96516.4,1371.305090909091,1.4,0.12727272727272726,51+,25+ months
C100367,38.0,Female,Delhi,53,1818.62,95239.34,10.0,1,66.0,Monthly,UPI,0,0,102262.79,1796.968679245283,1.2452830188679245,0.018867924528301886,36-50,25+ months
C100368,47.0,Female,Hyderabad,72,2266.45,158995.17,26.0,5,100.0,Quarterly,UPI,0,0,172857.37,2208.26625,1.3888888888888888,0.06944444444444445,36-50,25+ months
C100369,50.0,Male,Kolkata,40,2271.58,91883.38,9.0,2,97.0,Annual,Credit Card,0,0,114595.9,2297.0845,2.425,0.05,36-50,25+ months
C100370,45.0,Female,Delhi,39,1398.14,60764.99,24.0,4,100.0,Quarterly,Debit Card,0,0,82988.08,1558.0766666666666,2.5641025641025643,0.10256410256410256,36-50,25+ months
C100371,64.0,Male,Bengaluru,43,2060.61,80270.61,20.0,2,78.0,Monthly,Bank Transfer,1,0,127810.29,1866.7583720930234,1.813953488372093,0.046511627906976744,51+,25+ months
C100372,50.0,Female,Hyderabad,13,2908.75,42307.51,1.0,4,41.0,Quarterly,Debit Card,0,0,54627.06,3254.423846153846,3.1538461538461537,0.3076923076923077,36-50,13-24 months
C100373,22.0,Other,Hyderabad,37,2239.73,77092.68,22.0,2,69.0,Annual,UPI,1,0,117517.42,2083.5859459459457,1.864864864864865,0.05405405405405406,18-25,25+ months
C100374,65.0,Female,Pune,55,2200.56,111608.71,15.0,1,74.0,Monthly,Wallet,1,0,147022.53,2029.249272727273,1.3454545454545455,0.01818181818181818,51+,25+ months
C100375,36.0,Female,Mumbai,32,1574.79,52773.15,6.0,0,56.0,Monthly,Credit Card,0,0,56586.52,1649.1609375,1.75,0.0,36-50,25+ months
C100376,21.0,Female,Chennai,14,1675.29,25070.04,13.0,2,36.0,Monthly,Debit Card,0,0,52100.17,1790.717142857143,2.5714285714285716,0.14285714285714285,18-25,13-24 months
C100377,52.0,Male,Bengaluru,65,703.19,44699.13,31.0,2,83.0,Monthly,Debit Card,1,0,85977.23,687.6789230769231,1.2769230769230768,0.03076923076923077,51+,25+ months
C100378,66.0,Female,Pune,27,1888.88,53926.23,1.0,4,72.0,Monthly,Credit Card,1,0,68988.84,1997.2677777777778,2.6666666666666665,0.14814814814814814,51+,25+ months
C100379,34.0,Female,Kolkata,24,399.0,9406.28,16.0,3,42.0,Monthly,Credit Card,1,0,24185.63,391.92833333333334,1.75,0.125,26-35,13-24 months
C100380,61.0,Male,Mumbai,22,810.13,18762.64,10.0,3,80.0,Monthly,Debit Card,0,0,27006.55,852.8472727272728,3.6363636363636362,0.13636363636363635,51+,13-24 months
C100381,45.0,Male,Mumbai,45,2018.31,97588.43,19.0,3,68.0,Monthly,UPI,0,0,98249.07,2168.6317777777776,1.511111111111111,0.06666666666666667,36-50,25+ months
C100382,47.0,Female,Pune,8,1157.33,9679.82,22.0,2,88.0,Quarterly,UPI,0,0,49067.61,1209.9775,11.0,0.25,36-50,7-12 months
C100383,46.0,Female,Pune,67,512.16,33202.19,17.0,3,100.0,Monthly,Bank Transfer,0,0,53367.82,495.5550746268657,1.492537313432836,0.04477611940298507,36-50,25+ months
C100384,63.0,Male,Chennai,64,1858.615,120344.75,21.0,2,51.0,Annual,Credit Card,1,0,144097.85,1880.38671875,0.796875,0.03125,51+,25+ months
C100385,70.0,Male,Hyderabad,47,798.77,36630.57,7.0,2,27.0,Monthly,Credit Card,0,0,48059.09,779.3738297872341,0.574468085106383,0.0425531914893617,51+,25+ months
C100386,23.0,Female,Pune,21,2483.45,49762.05,15.0,3,80.0,Quarterly,Credit Card,0,0,92835.88,2369.6214285714286,3.8095238095238093,0.14285714285714285,18-25,13-24 months
C100387,52.0,Female,Hyderabad,32,2107.61,72623.92,27.0,3,74.0,Monthly,UPI,0,0,99012.26,2269.4975,2.3125,0.09375,51+,25+ months
C100388,58.0,Female,Hyderabad,45,2987.9,145311.91,10.0,4,81.0,Monthly,Bank Transfer,0,0,155580.87,3229.1535555555556,1.8,0.08888888888888889,51+,25+ months
C100389,54.0,Female,Pune,44,2054.29,86242.68,8.0,1,53.0,Monthly,Wallet,0,0,103002.23,1960.060909090909,1.2045454545454546,0.022727272727272728,51+,25+ months
C100390,41.0,Female,Mumbai,41,3026.28,124095.56,11.0,4,87.0,Quarterly,Credit Card,0,0,161613.04,3026.720975609756,2.1219512195121952,0.0975609756097561,36-50,25+ months
C100391,46.0,Female,Kolkata,52,1421.77,71459.38,19.0,1,58.0,Annual,Credit Card,0,0,101909.04,1374.2188461538462,1.1153846153846154,0.019230769230769232,36-50,25+ months
C100392,66.0,Female,Mumbai,11,1656.8,20277.37,14.0,2,70.0,Annual,Debit Card,1,0,52047.45,1843.3972727272726,6.363636363636363,0.18181818181818182,51+,7-12 months
C100393,63.0,Female,Kolkata,18,1990.1,36725.38,19.0,0,86.0,Monthly,Debit Card,0,0,61792.87,2040.2988888888888,4.777777777777778,0.0,51+,13-24 months
C100394,70.0,Female,Bengaluru,11,1718.29,20558.89,9.0,1,67.0,Monthly,Bank Transfer,0,0,58443.86,1868.99,6.090909090909091,0.09090909090909091,51+,7-12 months
C100395,48.0,Male,Delhi,27,1894.38,51624.75,4.0,3,88.0,Quarterly,UPI,0,0,81267.06,1912.0277777777778,3.259259259259259,0.1111111111111111,36-50,25+ months
C100396,52.0,Male,Bengaluru,43,1780.68,71645.88,10.0,1,97.0,Monthly,Bank Transfer,1,0,100009.12,1666.1832558139536,2.255813953488372,0.023255813953488372,51+,25+ months
C100397,50.0,Female,Hyderabad,65,1665.42,103872.16,5.0,3,82.0,Monthly,Bank Transfer,0,0,117231.58,1598.0332307692308,1.2615384615384615,0.046153846153846156,36-50,25+ months
C100398,69.0,Male,Bengaluru,54,1190.67,64964.27,15.0,3,88.0,Monthly,Debit Card,1,0,82310.86,1203.042037037037,1.6296296296296295,0.05555555555555555,51+,25+ months
C100399,38.0,Male,Delhi,29,1323.41,37795.9,14.0,0,73.0,Monthly,Credit Card,0,0,65767.91,1303.306896551724,2.5172413793103448,0.0,36-50,25+ months
C100400,49.0,Female,Hyderabad,21,1219.18,27524.01,15.0,3,48.0,Monthly,Credit Card,0,0,43264.53,1310.6671428571428,2.2857142857142856,0.14285714285714285,36-50,13-24 months
C100401,40.0,Female,Mumbai,29,1161.9,30341.74,17.0,2,100.0,Monthly,UPI,0,0,77265.49,1046.2668965517241,3.4482758620689653,0.06896551724137931,36-50,25+ months
C100402,50.0,Male,Hyderabad,9,2092.61,17669.18,11.0,4,22.0,Annual,UPI,1,0,36670.63,1963.2422222222222,2.4444444444444446,0.4444444444444444,36-50,7-12 months
C100403,20.0,Male,Hyderabad,61,1334.06,90071.4,20.0,6,25.0,Monthly,Credit Card,0,0,96380.26,1476.5803278688525,0.4098360655737705,0.09836065573770492,18-25,25+ months
C100404,35.0,Male,Mumbai,62,1709.02,109663.05,16.0,2,74.0,Annual,Credit Card,0,0,126582.08,1768.758870967742,1.1935483870967742,0.03225806451612903,26-35,25+ months
C100405,42.0,Female,Other,71,2710.15,206246.98,11.0,1,57.0,Monthly,Credit Card,1,0,197926.05,2904.8870422535215,0.8028169014084507,0.014084507042253521,36-50,25+ months
C100406,59.0,Male,Bengaluru,5,2110.89,11806.55,17.0,2,75.0,Monthly,Credit Card,0,0,53757.63,2361.31,15.0,0.4,51+,0-6 months
C100407,48.0,Male,Mumbai,15,2325.98,36804.92,18.0,3,58.0,Quarterly,Bank Transfer,0,0,68941.38,2453.661333333333,3.8666666666666667,0.2,36-50,13-24 months
C100408,20.0,Male,Other,57,2779.25,140114.66,31.0,0,96.0,Annual,UPI,1,0,198036.59,2458.1519298245616,1.6842105263157894,0.0,18-25,25+ months
C100409,57.0,Female,Delhi,5,2868.29,13561.49,19.0,3,65.0,Quarterly,UPI,0,0,58280.42,2712.298,13.0,0.6,51+,0-6 months
C100410,63.0,Male,Delhi,20,1792.19,37523.8,22.0,1,73.0,Quarterly,Credit Card,0,0,61843.27,1876.19,3.65,0.05,51+,13-24 months
C100411,41.0,Male,Hyderabad,4,2227.98,9693.73,12.0,6,62.0,Annual,Bank Transfer,1,0,55882.85,2423.4325,15.5,1.5,36-50,0-6 months
C100412,67.0,Female,Mumbai,56,1464.59,90735.34,8.0,1,100.0,Quarterly,UPI,0,0,102911.55,1620.2739285714285,1.7857142857142858,0.017857142857142856,51+,25+ months
C100413,49.0,Female,Bengaluru,34,1504.69,45724.65,19.0,2,42.0,Annual,UPI,0,0,64962.54,1344.8426470588236,1.2352941176470589,0.058823529411764705,36-50,25+ months
C100414,64.0,Female,Chennai,40,1081.14,38592.85,9.0,2,100.0,Annual,Credit Card,0,0,69298.33,964.82125,2.5,0.05,51+,25+ months
C100415,39.0,Other,Pune,69,1141.41,81337.41,12.0,1,48.0,Monthly,Bank Transfer,0,0,89254.56,1178.8030434782609,0.6956521739130435,0.014492753623188406,36-50,25+ months
C100416,40.0,Female,Chennai,68,1709.11,120843.21,5.0,4,36.0,Annual,Bank Transfer,0,0,113712.95,1777.106029411765,0.5294117647058824,0.058823529411764705,36-50,25+ months
C100417,19.0,Male,Hyderabad,22,1929.85,41886.59,16.0,2,59.0,Monthly,Bank Transfer,1,0,76751.58,1903.935909090909,2.6818181818181817,0.09090909090909091,18-25,13-24 months
C100418,44.0,Female,Kolkata,14,1308.06,20287.45,13.0,3,60.0,Annual,UPI,0,0,50827.64,1449.1035714285715,4.285714285714286,0.21428571428571427,36-50,13-24 months
C100419,59.0,Male,Mumbai,68,1168.06,86793.44,12.0,1,81.0,Monthly,Debit Card,1,0,92797.12,1276.374117647059,1.1911764705882353,0.014705882352941176,51+,25+ months
C100420,19.0,Female,Kolkata,8,439.95,3446.7,21.0,2,51.0,Monthly,Credit Card,0,0,29689.08,430.8375,6.375,0.25,18-25,7-12 months
C100421,43.0,Male,Mumbai,67,1603.44,108924.1,11.0,3,53.0,Annual,Credit Card,0,0,114933.26,1625.7328358208956,0.7910447761194029,0.04477611940298507,36-50,25+ months
C100422,34.0,Male,Hyderabad,46,1840.58,91168.25,16.0,3,100.0,Monthly,Credit Card,0,0,111960.82,1981.9184782608695,2.1739130434782608,0.06521739130434782,26-35,25+ months
C100423,57.0,Female,Mumbai,29,1833.99,54533.09,11.0,0,67.0,Quarterly,Credit Card,1,0,79214.86,1880.4513793103447,2.310344827586207,0.0,51+,25+ months
C100424,50.0,Male,Mumbai,12,1590.55,17692.24,5.0,5,42.0,Monthly,Credit Card,1,0,41442.34,1474.3533333333335,3.5,0.4166666666666667,36-50,7-12 months
C100425,26.0,Female,Hyderabad,52,1637.55,80757.44,17.0,2,100.0,Monthly,Bank Transfer,1,0,115589.68,1553.0276923076924,1.9230769230769231,0.038461538461538464,26-35,25+ months
C100426,60.0,Male,Chennai,58,2053.57,112038.54,18.0,3,62.0,Annual,UPI,1,0,135212.14,1931.6989655172413,1.0689655172413792,0.05172413793103448,51+,25+ months
C100427,65.0,Male,Chennai,2,2609.44,5140.1,20.0,2,50.0,Monthly,UPI,1,0,46792.89,2570.05,25.0,1.0,51+,0-6 months
C100428,56.0,Female,Delhi,1,1816.64,1909.79,18.0,0,43.0,Annual,Credit Card,0,0,38674.51,1909.79,43.0,0.0,51+,0-6 months
C100429,46.0,Female,Bengaluru,55,1708.64,93296.5,12.0,2,72.0,Monthly,Credit Card,1,0,107206.37,1696.3,1.309090909090909,0.03636363636363636,36-50,25+ months
C100430,59.0,Female,Mumbai,34,1207.84,45499.6,27.0,2,100.0,Annual,Debit Card,0,0,75545.34,1338.2235294117647,2.9411764705882355,0.058823529411764705,51+,25+ months
C100431,43.0,Male,Bengaluru,64,2355.79,165154.15,15.0,3,44.0,Annual,Bank Transfer,0,1,150963.12,2580.53359375,0.6875,0.046875,36-50,25+ months
C100432,52.0,Female,Chennai,68,1758.85,124701.59,15.0,0,65.0,Quarterly,Debit Card,0,0,139535.41,1833.8469117647057,0.9558823529411765,0.0,51+,25+ months
C100433,67.0,Female,Hyderabad,12,1705.35,18230.76,6.0,4,100.0,Annual,Credit Card,0,0,47553.73,1519.2299999999998,8.333333333333334,0.3333333333333333,51+,7-12 months
C100434,42.0,Female,Hyderabad,50,1033.71,49369.35,10.0,2,64.0,Monthly,Credit Card,1,0,71620.75,987.387,1.28,0.04,36-50,25+ months
C100435,41.0,Male,Bengaluru,21,2276.51,51518.72,23.0,3,88.0,Annual,UPI,0,0,91592.02,2453.272380952381,4.190476190476191,0.14285714285714285,36-50,13-24 months
C100436,30.0,Female,Bengaluru,10,1090.83,10044.64,19.0,1,73.0,Quarterly,Debit Card,1,0,52300.48,1004.4639999999999,7.3,0.1,26-35,7-12 months
C100437,24.0,Female,Chennai,70,2145.23,164250.72,8.0,2,95.0,Monthly,Credit Card,1,1,146733.13,2346.438857142857,1.3571428571428572,0.02857142857142857,18-25,25+ months
C100438,53.0,Female,Other,14,2964.49,43065.95,6.0,1,83.0,Monthly,UPI,0,0,89007.23,3076.1392857142855,5.928571428571429,0.07142857142857142,51+,13-24 months
C100439,62.0,Female,Mumbai,40,2548.69,106222.82,18.0,2,86.0,Quarterly,UPI,1,0,131233.67,2655.5705000000003,2.15,0.05,51+,25+ months
C100440,37.0,Female,Mumbai,30,1819.64,49947.68,11.0,2,52.0,Quarterly,Credit Card,1,0,78704.25,1664.9226666666666,1.7333333333333334,0.06666666666666667,36-50,25+ months
C100441,18.0,Male,Other,14,2205.74,31785.56,27.0,2,100.0,Monthly,UPI,1,0,89698.64,2270.397142857143,7.142857142857143,0.14285714285714285,18-25,13-24 months
C100442,25.0,Male,Kolkata,52,1348.24,76030.9,35.0,1,58.0,Monthly,Credit Card,1,0,102913.09,1462.1326923076922,1.1153846153846154,0.019230769230769232,18-25,25+ months
C100443,63.0,Female,Kolkata,17,946.02,15861.9,16.0,6,81.0,Monthly,Wallet,0,0,43040.12,933.0529411764705,4.764705882352941,0.35294117647058826,51+,13-24 months
C100444,33.0,Male,Hyderabad,62,1886.34,103974.41,20.0,1,82.0,Monthly,UPI,0,0,132775.64,1677.006612903226,1.3225806451612903,0.016129032258064516,26-35,25+ months
C100445,31.0,Male,Delhi,22,1409.75,31121.86,20.0,4,78.0,Monthly,UPI,0,0,61924.95,1414.63,3.5454545454545454,0.18181818181818182,26-35,13-24 months
C100446,29.0,Male,Pune,53,908.25,51019.67,12.0,1,99.0,Monthly,Credit Card,0,0,66121.06,962.6352830188679,1.8679245283018868,0.018867924528301886,26-35,25+ months
C100447,68.0,Male,Pune,32,688.37,21779.37,9.0,2,51.0,Monthly,UPI,0,0,31343.74,680.6053125,1.59375,0.0625,51+,25+ months
C100448,40.0,Female,Mumbai,55,1855.03,98525.25,2.0,3,69.0,Annual,Bank Transfer,0,0,105256.78,1791.3681818181817,1.2545454545454546,0.05454545454545454,36-50,25+ months
C100449,32.0,Female,Hyderabad,22,2445.53,57854.84,21.0,1,64.0,Quarterly,UPI,0,0,89007.83,2629.7654545454543,2.909090909090909,0.045454545454545456,26-35,13-24 months
C100450,45.0,Female,Other,38,1698.09,60384.86,13.0,3,84.0,Monthly,UPI,1,0,88010.61,1589.0752631578948,2.210526315789474,0.07894736842105263,36-50,25+ months
C100451,51.0,Male,Chennai,50,1667.44,74484.74,8.0,3,61.0,Monthly,Debit Card,0,0,95646.58,1489.6948000000002,1.22,0.06,51+,25+ months
C100452,19.0,Female,Chennai,66,1765.73,128751.28,12.0,4,59.0,Quarterly,Debit Card,1,0,119851.91,1950.7769696969697,0.8939393939393939,0.06060606060606061,18-25,25+ months
C100453,49.0,Female,Chennai,45,1428.95,64499.89,12.0,2,57.0,Annual,UPI,0,0,90809.65,1433.330888888889,1.2666666666666666,0.044444444444444446,36-50,25+ months
C100454,40.0,Female,Chennai,8,1514.08,11275.41,7.0,4,21.0,Quarterly,Credit Card,0,0,26318.64,1409.42625,2.625,0.5,36-50,7-12 months
C100455,39.0,Female,Bengaluru,65,2614.72,188822.21,8.0,4,65.0,Quarterly,Credit Card,0,0,176365.5,2904.957076923077,1.0,0.06153846153846154,36-50,25+ months
C100456,68.0,Male,Bengaluru,40,2792.84,123946.64,15.0,3,50.0,Monthly,Debit Card,0,0,138431.91,3098.666,1.25,0.075,51+,25+ months
C100457,42.0,Female,Other,5,2478.49,13352.72,9.0,4,27.0,Monthly,Credit Card,0,0,36031.32,2670.544,5.4,0.8,36-50,0-6 months
C100458,39.0,Female,Bengaluru,45,2300.57,106885.53,9.0,2,72.0,Quarterly,UPI,0,0,119574.37,2375.234,1.6,0.044444444444444446,36-50,25+ months
C100459,39.0,Female,Mumbai,46,2805.95,134443.85,11.0,2,39.0,Monthly,UPI,1,0,136588.16,2922.692391304348,0.8478260869565217,0.043478260869565216,36-50,25+ months
C100460,66.0,Female,Pune,36,1092.65,41848.84,1.0,1,100.0,Monthly,UPI,1,0,63203.78,1162.4677777777777,2.7777777777777777,0.027777777777777776,51+,25+ months
C100461,69.0,Male,Mumbai,17,3570.03,53597.31,3.0,1,42.0,Monthly,UPI,0,0,97806.98,3152.7829411764706,2.4705882352941178,0.058823529411764705,51+,13-24 months
C100462,59.0,Female,Bengaluru,41,463.16,18652.48,7.0,0,88.0,Monthly,UPI,0,0,35413.51,454.93853658536585,2.1463414634146343,0.0,51+,25+ months
C100463,23.0,Female,Mumbai,30,1588.79,46710.23,27.0,2,100.0,Quarterly,UPI,0,0,76740.32,1557.0076666666669,3.3333333333333335,0.06666666666666667,18-25,25+ months
C100464,32.0,Male,Hyderabad,52,399.0,20884.35,22.0,1,90.0,Monthly,Credit Card,0,0,48940.87,401.62211538461537,1.7307692307692308,0.019230769230769232,26-35,25+ months
C100465,60.0,Male,Hyderabad,20,2289.0,43576.55,15.0,4,44.0,Monthly,Bank Transfer,1,1,65954.23,2178.8275000000003,2.2,0.2,51+,13-24 months
C100466,54.0,Male,Delhi,36,1041.37,34792.94,21.0,3,100.0,Quarterly,UPI,0,0,67818.81,966.4705555555556,2.7777777777777777,0.08333333333333333,51+,25+ months
C100467,50.0,Male,Kolkata,66,1361.1,80786.42,21.0,1,97.0,Annual,UPI,0,0,123952.76,1224.0366666666666,1.4696969696969697,0.015151515151515152,36-50,25+ months
C100468,25.0,Male,Delhi,45,2691.45,112248.97,5.0,1,83.0,Quarterly,Debit Card,0,0,143618.29,2494.4215555555556,1.8444444444444446,0.022222222222222223,18-25,25+ months
C100469,70.0,Male,Hyderabad,4,1891.35,7908.24,4.0,1,47.0,Annual,Credit Card,0,0,41396.55,1977.06,11.75,0.25,51+,0-6 months
C100470,61.0,Female,Chennai,50,2214.79,110565.44,10.0,0,62.0,Monthly,Bank Transfer,0,0,112400.63,2211.3088000000002,1.24,0.0,51+,25+ months
C100471,61.0,Male,Hyderabad,55,1497.02,90838.76,13.0,1,39.0,Monthly,Wallet,1,0,88213.82,1651.613818181818,0.7090909090909091,0.01818181818181818,51+,25+ months
C100472,22.0,Male,Mumbai,59,1182.67,64880.24,4.0,1,36.0,Monthly,Bank Transfer,1,0,70637.98,1099.6650847457627,0.6101694915254238,0.01694915254237288,18-25,25+ months
C100473,56.0,Female,Hyderabad,42,2380.65,97853.09,18.0,5,100.0,Monthly,Bank Transfer,1,0,127585.51,2329.835476190476,2.380952380952381,0.11904761904761904,51+,25+ months
C100474,21.0,Female,Kolkata,2,1911.37,3614.96,17.0,3,90.0,Monthly,Credit Card,1,0,48916.28,1807.48,45.0,1.5,18-25,0-6 months
C100475,23.0,Female,Hyderabad,46,1938.92,80658.87,23.0,2,64.0,Monthly,Credit Card,0,0,116443.33,1753.4536956521738,1.391304347826087,0.043478260869565216,18-25,25+ months
C100476,62.0,Male,Hyderabad,2,1412.97,2528.4,9.0,2,66.0,Quarterly,Bank Transfer,1,0,35050.63,1264.2,33.0,1.0,51+,0-6 months
C100477,49.0,Female,Chennai,50,1943.66,102704.91,8.0,4,98.0,Annual,Credit Card,1,0,116072.29,2054.0982,1.96,0.08,36-50,25+ months
C100478,69.0,Male,Hyderabad,1,1661.58,1854.63,29.0,5,100.0,Annual,Credit Card,0,0,45035.75,1854.63,100.0,5.0,51+,0-6 months
C100479,47.0,Female,Delhi,13,2293.76,29749.93,10.0,4,47.0,Monthly,Bank Transfer,1,0,57236.4,2288.456153846154,3.6153846153846154,0.3076923076923077,36-50,13-24 months
C100480,64.0,Male,Kolkata,70,1820.45,112537.23,9.0,1,53.0,Quarterly,UPI,0,0,135488.67,1607.6747142857141,0.7571428571428571,0.014285714285714285,51+,25+ months
C100481,52.0,Female,Hyderabad,22,2204.74,52923.89,10.0,5,71.0,Monthly,Debit Card,0,0,77185.53,2405.6313636363634,3.227272727272727,0.22727272727272727,51+,13-24 months
C100482,57.0,Male,Chennai,17,1843.37,28536.46,20.0,2,95.0,Annual,UPI,0,0,68014.47,1678.615294117647,5.588235294117647,0.11764705882352941,51+,13-24 months
C100483,69.0,Female,Other,59,2964.48,159483.98,20.0,3,52.0,Monthly,Bank Transfer,1,0,179022.82,2703.1183050847458,0.8813559322033898,0.05084745762711865,51+,25+ months
C100484,33.0,Female,Delhi,70,1757.5,110507.55,13.0,2,43.0,Monthly,UPI,1,0,115888.46,1578.6792857142857,0.6142857142857143,0.02857142857142857,26-35,25+ months
C100485,30.0,Male,Other,3,2030.53,5461.34,23.0,1,65.0,Quarterly,UPI,1,0,51791.9,1820.4466666666667,21.666666666666668,0.3333333333333333,26-35,0-6 months
C100486,67.0,Male,Hyderabad,70,2177.74,160493.54,31.0,1,49.0,Quarterly,Wallet,0,0,159194.89,2292.764857142857,0.7,0.014285714285714285,51+,25+ months
C100487,59.0,Female,Bengaluru,49,1506.74,68985.2,10.0,3,72.0,Annual,UPI,0,0,99133.61,1407.8612244897959,1.469387755102041,0.061224489795918366,51+,25+ months
C100488,47.0,Female,Hyderabad,50,1574.89,74781.23,2.0,2,28.0,Monthly,Credit Card,0,0,96021.37,1495.6245999999999,0.56,0.04,36-50,25+ months
C100489,36.0,Female,Bengaluru,35,2169.23,74823.43,14.0,2,100.0,Quarterly,Debit Card,0,0,116875.57,2137.8122857142857,2.857142857142857,0.05714285714285714,36-50,25+ months
C100490,34.0,Male,Delhi,23,800.47,17461.74,17.0,2,48.0,Monthly,Credit Card,0,0,40549.38,759.2060869565219,2.0869565217391304,0.08695652173913043,26-35,13-24 months
C100491,36.0,Male,Hyderabad,72,2079.21,141251.79,18.0,1,42.0,Monthly,Credit Card,0,0,143484.13,1961.8304166666667,0.5833333333333334,0.013888888888888888,36-50,25+ months
C100492,45.0,Female,Mumbai,7,1136.94,7492.76,9.0,2,95.0,Annual,Credit Card,0,0,47607.53,1070.3942857142858,13.571428571428571,0.2857142857142857,36-50,7-12 months
C100493,43.0,Female,Bengaluru,50,1080.91,54714.52,13.0,3,77.0,Annual,Debit Card,0,0,83028.76,1094.2903999999999,1.54,0.06,36-50,25+ months
C100494,54.0,Female,Pune,10,1084.77,10441.3,18.0,1,58.0,Quarterly,UPI,1,0,31987.58,1044.1299999999999,5.8,0.1,51+,7-12 months
C100495,43.0,Female,Hyderabad,55,2104.34,121508.44,8.0,0,75.0,Monthly,Credit Card,0,0,130448.16,2209.2443636363637,1.3636363636363635,0.0,36-50,25+ months
C100496,70.0,Female,Bengaluru,19,3521.8,65138.15,18.0,3,100.0,Monthly,Debit Card,0,0,126113.81,3428.3236842105266,5.2631578947368425,0.15789473684210525,51+,13-24 months
C100497,40.0,Female,Mumbai,23,973.17,21727.23,6.0,0,74.0,Monthly,Credit Card,1,0,50043.57,944.6621739130435,3.217391304347826,0.0,36-50,13-24 months
C100498,26.0,Male,Hyderabad,64,1843.67,128840.92,20.0,2,98.0,Monthly,Debit Card,0,0,141587.74,2013.139375,1.53125,0.03125,26-35,25+ months
C100499,29.0,Male,Chennai,33,2440.52,77274.51,13.0,2,39.0,Quarterly,Credit Card,0,0,107466.4,2341.651818181818,1.1818181818181819,0.06060606060606061,26-35,25+ months
C100500,70.0,Female,Chennai,66,2133.29,152560.65,28.0,2,91.0,Monthly,Debit Card,1,0,152696.43,2311.525,1.378787878787879,0.030303030303030304,51+,25+ months
C100501,18.0,Male,Pune,9,1358.5,13096.37,13.0,3,65.0,Quarterly,UPI,0,0,46997.9,1455.1522222222222,7.222222222222222,0.3333333333333333,18-25,7-12 months
C100502,18.0,Male,Delhi,29,2246.56,68464.89,22.0,2,83.0,Quarterly,Credit Card,0,0,107989.7,2360.858275862069,2.8620689655172415,0.06896551724137931,18-25,25+ months
C100503,64.0,Male,Delhi,18,1465.62,25165.02,14.0,2,68.0,Quarterly,UPI,1,1,57683.99,1398.0566666666666,3.7777777777777777,0.1111111111111111,51+,13-24 months
C100504,51.0,Male,Other,71,1709.86,122137.8,22.0,0,49.0,Monthly,UPI,0,0,133363.33,1720.2507042253521,0.6901408450704225,0.0,51+,25+ months
C100505,49.0,Female,Other,29,1221.7,31614.78,24.0,0,84.0,Monthly,Credit Card,1,0,72349.5,1090.164827586207,2.896551724137931,0.0,36-50,25+ months
C100506,65.0,Female,Delhi,61,2502.53,135707.41,15.0,4,93.0,Monthly,Credit Card,1,0,161721.13,2224.7116393442625,1.5245901639344261,0.06557377049180328,51+,25+ months
C100507,42.0,Male,Mumbai,5,1991.47,9124.08,15.0,2,61.0,Monthly,Debit Card,1,0,55505.6,1824.816,12.2,0.4,36-50,0-6 months
C100508,57.0,Male,Mumbai,69,1860.41,127972.55,22.0,2,100.0,Annual,Bank Transfer,0,0,154414.48,1854.6746376811595,1.4492753623188406,0.028985507246376812,51+,25+ months
C100509,62.0,Female,Chennai,56,2264.22,136702.06,20.0,3,72.0,Annual,Wallet,0,0,148675.88,2441.1082142857144,1.2857142857142858,0.05357142857142857,51+,25+ months
C100510,70.0,Male,Other,52,2109.45,113401.06,2.0,0,96.0,Annual,Credit Card,1,0,122231.57,2180.7896153846154,1.8461538461538463,0.0,51+,25+ months
C100511,18.0,Female,Delhi,15,2000.44,29486.99,23.0,1,78.0,Quarterly,Credit Card,0,0,71203.38,1965.7993333333334,5.2,0.06666666666666667,18-25,13-24 months
C100512,33.0,Female,Bengaluru,20,2302.06,45490.94,28.0,1,94.0,Quarterly,Credit Card,1,0,98157.53,2274.547,4.7,0.05,26-35,13-24 months
C100513,56.0,Male,Hyderabad,16,2004.92,35859.92,23.0,2,71.0,Monthly,Debit Card,0,0,67927.88,2241.245,4.4375,0.125,51+,13-24 months
C100514,22.0,Female,Hyderabad,25,1267.15,30828.61,13.0,1,75.0,Monthly,UPI,1,0,56466.72,1233.1444000000001,3.0,0.04,18-25,25+ months
C100515,39.0,Female,Hyderabad,57,670.56,36586.62,4.0,0,63.0,Monthly,Wallet,0,0,55323.57,641.8705263157896,1.105263157894737,0.0,36-50,25+ months
