customer_id,age,gender,location,tenure_months,monthly_spend,total_spend,login_frequency,support_tickets,product_usage,subscription_type,payment_method,discount_used,churn,customer_lifetime_value
C102243,61.0,Male,Delhi,42,2120.49,88381.14,15.0,1,61.0,Annual,UPI,1,0,103993.3
C102244,31.0,Male,Bengaluru,25,2344.16,59865.18,17.0,1,61.0,Monthly,Credit Card,0,0,81105.17
C102245,31.0,Male,Mumbai,71,2606.81,193225.54,21.0,2,78.0,Annual,UPI,1,0,193449.48
C102246,19.0,Male,Pune,57,2929.25,169371.06,10.0,1,100.0,Annual,Bank Transfer,0,0,192079.72
C102247,54.0,Female,Chennai,32,1404.1,45754.68,16.0,3,75.0,Annual,UPI,0,0,71870.34
C102248,22.0,Male,Other,50,1494.44,70094.26,16.0,3,67.0,Annual,Credit Card,0,0,88726.14
C102249,55.0,Male,Bengaluru,10,1090.34,10072.28,17.0,4,32.0,Monthly,UPI,0,0,37855.93
C102250,62.0,Male,Other,22,2958.16,60493.29,22.0,4,71.0,Monthly,UPI,1,0,104688.94
C102251,58.0,Male,Hyderabad,41,2162.52,84098.91,15.0,2,73.0,Quarterly,UPI,0,0,112496.98
C102252,64.0,Female,Hyderabad,47,2373.88,103986.73,17.0,0,57.0,Quarterly,Bank Transfer,0,0,132280.94
C102253,31.0,Female,Pune,14,1300.1,17527.5,27.0,2,90.0,Annual,Credit Card,0,0,52019.59
C102254,56.0,Male,Delhi,3,1795.17,5553.16,20.0,6,60.0,Monthly,Debit Card,0,0,46382.09
C102255,42.0,Male,Pune,53,2162.78,120636.13,15.0,4,56.0,Quarterly,Bank Transfer,0,0,116079.47
C102256,37.0,Male,Bengaluru,16,874.01,13904.51,12.0,5,70.0,Quarterly,UPI,0,0,30381.04
C102257,19.0,Male,Other,61,1478.44,83489.57,25.0,1,65.0,Monthly,Wallet,0,0,111067.98
C102258,56.0,Female,Hyderabad,28,2082.79,60212.46,6.0,0,61.0,Monthly,Credit Card,0,0,97765.25
C102259,23.0,Male,Hyderabad,35,399.0,15257.33,19.0,3,80.0,Monthly,Credit Card,0,0,33669.38
C102260,34.0,Female,Bengaluru,2,3014.4,6360.51,16.0,1,60.0,Annual,Credit Card,0,0,50612.15
C102261,42.0,Female,Pune,61,2233.87,122897.6,18.0,3,86.0,Monthly,Wallet,1,0,138224.19
C102262,45.0,Male,Delhi,56,1056.25,54210.09,21.0,1,53.0,Monthly,Bank Transfer,0,0,84717.87
C102263,19.0,Male,Chennai,55,1768.62,98843.95,12.0,4,52.0,Monthly,Credit Card,0,0,109628.7
C102264,52.0,Female,Bengaluru,18,2109.44,39614.15,9.0,2,55.0,Monthly,Debit Card,1,0,68485.03
C102265,54.0,Female,Hyderabad,71,1884.78,126702.46,5.0,1,71.0,Quarterly,Credit Card,0,0,144218.2
C102266,22.0,Male,Bengaluru,49,2012.06,91587.58,16.0,2,67.0,Annual,UPI,0,0,124099.46
C102267,18.0,Female,Chennai,42,1725.48,70585.06,23.0,3,60.0,Monthly,Debit Card,1,0,98083.43
C102268,57.0,Female,Delhi,7,1858.615,14913.92,9.0,1,60.0,Monthly,Credit Card,1,0,54120.64
C102269,29.0,Male,Delhi,4,2330.34,9336.86,4.0,3,60.0,Monthly,UPI,1,0,34637.89
C102270,53.0,Female,Other,43,2254.43,87033.94,9.0,0,94.0,Monthly,Bank Transfer,0,0,123574.07
C102271,62.0,Male,Hyderabad,59,2258.94,142558.12,18.0,3,89.0,Monthly,Debit Card,0,0,156843.31
C102272,40.0,Female,Bengaluru,49,2113.18,109637.46,15.0,2,44.0,Monthly,UPI,1,0,126143.62
C102273,64.0,Other,Mumbai,60,2184.72,121326.83,18.0,1,97.0,Quarterly,Debit Card,1,0,157578.35
C102274,48.0,Female,Delhi,6,2892.28,18281.6,15.0,2,49.0,Monthly,Credit Card,1,0,62856.33
C102275,28.0,Male,Mumbai,20,1726.79,33696.01,22.0,2,98.0,Quarterly,Debit Card,1,0,75333.6
C102276,27.0,Male,Kolkata,31,696.23,21467.49,10.0,1,78.0,Monthly,UPI,1,0,39382.13
C102277,20.0,Female,Mumbai,22,1858.615,55657.3,28.0,3,68.0,Monthly,Debit Card,0,0,91035.35
C102278,31.0,Female,Hyderabad,32,2344.07,82400.37,15.0,2,86.0,Annual,Credit Card,0,0,111199.08
C102279,33.0,Female,Hyderabad,47,2143.62,104588.75,20.0,3,76.0,Monthly,Credit Card,1,0,121644.35
C102280,27.0,Female,Pune,34,1235.31,40103.86,16.0,3,72.0,Monthly,Wallet,0,0,67989.31
C102281,44.0,Female,Delhi,27,970.15,27885.51,19.0,1,59.0,Annual,Debit Card,0,0,57021.35
C102282,27.0,Male,Hyderabad,44,1984.36,84467.21,12.0,3,71.0,Monthly,UPI,0,0,108211.08
C102283,29.0,Male,Hyderabad,30,1630.95,43876.61,11.0,4,33.0,Monthly,Debit Card,0,0,58447.65
C102284,47.0,Male,Mumbai,33,1788.02,56728.45,17.0,4,27.0,Monthly,Wallet,1,1,72227.86
C102285,58.0,Female,Delhi,27,1458.96,34982.01,21.0,4,88.0,Monthly,Wallet,1,1,73690.44
C102286,18.0,Female,Hyderabad,56,1836.09,93469.79,25.0,2,81.0,Quarterly,Bank Transfer,1,0,115200.19
C102287,22.0,Female,Chennai,23,1612.13,33044.09,13.0,5,65.0,Annual,UPI,1,1,66107.39
C102288,37.0,Male,Bengaluru,43,2774.11,116070.06,21.0,2,85.0,Monthly,UPI,0,0,149400.66
C102289,25.0,Male,Other,54,1673.61,100746.59,18.0,1,74.0,Quarterly,Debit Card,0,0,116865.56
C102290,60.0,Male,Hyderabad,68,2359.25,174662.28,15.0,2,84.0,Quarterly,Credit Card,0,0,168167.11
C102291,44.0,Female,Delhi,53,2358.4,135045.78,17.0,4,91.0,Annual,Credit Card,0,0,163052.39
C102292,18.0,Male,Mumbai,40,2643.86,93177.01,15.0,2,28.0,Quarterly,Debit Card,0,0,130266.13
C102293,37.0,Male,Hyderabad,60,2166.06,123084.45,18.0,4,13.0,Annual,Wallet,0,0,135206.21
C102294,45.0,Male,Mumbai,9,2398.32,20063.92,3.0,2,66.0,Monthly,Credit Card,0,0,55299.95
C102295,60.0,Female,Hyderabad,10,2269.09,24321.22,4.0,2,68.0,Monthly,Debit Card,0,0,41445.14
C102296,54.0,Male,Delhi,10,2807.92,24972.53,10.0,1,66.0,Monthly,UPI,0,0,61658.48
C102297,64.0,Female,Mumbai,30,2512.14,79813.39,20.0,1,57.0,Annual,Debit Card,0,0,106553.45
C102298,54.0,Female,Hyderabad,10,1295.58,13260.71,17.0,0,53.0,Monthly,Credit Card,0,0,53783.49
C102299,29.0,Female,Hyderabad,58,1680.54,89975.88,16.0,6,69.0,Quarterly,Debit Card,0,0,117871.49
C102300,54.0,Female,Pune,36,1009.1,37603.09,24.0,3,68.0,Monthly,Bank Transfer,0,0,58968.89
C102301,66.0,Male,Bengaluru,44,1848.0,77091.42,11.0,4,86.0,Annual,Wallet,0,0,95983.71
C102302,66.0,Male,Mumbai,57,903.98,47218.04,17.0,1,78.0,Quarterly,Credit Card,0,0,77475.46
C102303,61.0,Female,Bengaluru,43,2289.64,95021.25,12.0,1,69.0,Quarterly,Bank Transfer,0,0,122965.41
C102304,45.0,Female,Kolkata,23,881.53,22336.84,13.0,3,93.0,Annual,Bank Transfer,1,0,42231.52
C102305,64.0,Female,Mumbai,4,1356.53,5579.33,25.0,0,93.0,Annual,Debit Card,0,0,51719.51
C102306,32.0,Female,Delhi,12,2007.84,24445.06,14.0,4,74.0,Monthly,Credit Card,0,0,65320.92
C102307,23.0,Male,Hyderabad,49,2571.97,133004.23,17.0,4,53.0,Annual,Bank Transfer,1,0,137130.49
C102308,61.0,Male,Hyderabad,24,493.48,11614.81,14.0,0,91.0,Monthly,Debit Card,1,1,36957.04
C102309,37.0,Female,Bengaluru,13,2293.15,30350.83,15.0,1,86.0,Annual,UPI,0,0,80178.6
C102310,67.0,Male,Bengaluru,68,2218.88,141924.92,18.0,2,65.0,Monthly,UPI,1,0,160638.44
C102311,31.0,Male,Delhi,72,706.82,50623.53,8.0,2,73.0,Monthly,Credit Card,0,0,58330.53
C102312,19.0,Female,Mumbai,34,885.12,32075.22,8.0,0,41.0,Annual,UPI,1,0,35408.36
C102313,26.0,Male,Bengaluru,9,1807.25,17145.46,15.0,4,25.0,Quarterly,UPI,0,0,35210.5
C102314,54.0,Male,Delhi,10,2104.73,22579.53,13.0,0,87.0,Monthly,Debit Card,0,0,74647.03
C102315,37.0,Female,Hyderabad,65,1497.24,99354.77,20.0,1,67.0,Monthly,UPI,0,0,119360.62
C102316,43.0,Female,Hyderabad,72,2184.89,170301.88,22.0,2,54.0,Annual,Debit Card,0,0,156306.04
C102317,46.0,Male,Pune,54,1804.31,88415.19,7.0,4,73.0,Monthly,Wallet,0,0,95514.94
C102318,18.0,Female,Mumbai,43,3099.41,146782.1,8.0,4,53.0,Monthly,Credit Card,0,0,146720.91
C102319,52.0,Female,Delhi,59,399.0,21429.67,12.0,2,66.0,Quarterly,UPI,0,0,46447.74
C102320,23.0,Male,Bengaluru,59,1494.52,91453.13,13.0,2,22.0,Monthly,UPI,0,0,100161.29
C102321,54.0,Male,Bengaluru,67,1546.46,106720.35,15.0,0,71.0,Quarterly,UPI,1,1,109226.88
C102322,70.0,Male,Hyderabad,61,686.95,44171.87,21.0,4,96.0,Monthly,Debit Card,0,0,60068.67
C102323,22.0,Female,Pune,38,2032.44,73252.81,18.0,1,64.0,Monthly,Debit Card,0,0,104812.12
C102324,50.0,Male,Mumbai,8,1684.29,13984.66,19.0,4,85.0,Annual,UPI,0,0,54105.94
C102325,66.0,Other,Hyderabad,65,1469.34,85251.02,11.0,1,89.0,Annual,UPI,0,0,113186.18
C102326,68.0,Female,Pune,5,1236.41,5957.92,9.0,1,73.0,Annual,UPI,1,0,34480.57
C102327,31.0,Female,Chennai,43,2113.89,94866.5,11.0,4,84.0,Annual,Debit Card,1,0,114362.32
C102328,29.0,Female,Pune,60,2115.57,125549.18,13.0,1,54.0,Monthly,Credit Card,1,0,125468.05
C102329,59.0,Female,Hyderabad,26,1684.56,49020.49,16.0,2,78.0,Monthly,UPI,0,0,79281.8
C102330,37.0,Male,Hyderabad,11,2392.06,26217.38,15.0,6,59.0,Quarterly,Credit Card,1,0,67128.06
C102331,70.0,Male,Hyderabad,34,2043.01,72353.76,10.0,6,58.0,Monthly,UPI,0,0,89332.85
C102332,67.0,Female,Hyderabad,2,2976.97,6378.57,14.0,5,63.0,Monthly,UPI,0,0,55954.84
C102333,41.0,Male,Pune,21,1090.72,24974.6,11.0,2,94.0,Monthly,UPI,0,0,56456.59
C102334,60.0,Male,Delhi,26,877.91,23239.18,6.0,4,81.0,Monthly,UPI,0,0,47637.96
C102335,51.0,Female,Mumbai,5,2192.69,11635.52,19.0,2,33.0,Monthly,Debit Card,0,0,47186.04
C102336,42.0,Female,Kolkata,9,1622.68,15828.55,15.0,2,96.0,Monthly,Credit Card,0,0,52595.4
C102337,67.0,Male,Bengaluru,50,1179.7,54047.57,15.0,1,100.0,Annual,Credit Card,0,0,77287.07
C102338,46.0,Female,Kolkata,10,1156.75,10880.03,17.0,1,73.0,Monthly,UPI,0,0,37983.89
C102339,56.0,Male,Kolkata,58,2285.43,117376.53,13.0,6,75.0,Quarterly,Bank Transfer,0,0,146701.57
C102340,48.0,Female,Chennai,10,2415.54,24945.29,17.0,1,87.0,Monthly,Debit Card,0,0,71942.2
C102341,64.0,Male,Hyderabad,36,2551.07,93572.97,28.0,3,100.0,Annual,UPI,1,0,128102.77
C102342,60.0,Female,Delhi,56,1864.46,112746.9,22.0,5,51.0,Quarterly,UPI,0,0,112746.37
C102343,67.0,Male,Bengaluru,62,1650.9,101498.73,9.0,4,70.0,Monthly,Debit Card,1,0,113199.36
C102344,40.0,Female,Pune,37,1681.08,63567.07,3.0,3,51.0,Monthly,Credit Card,1,0,69861.98
C102345,61.0,Male,Hyderabad,41,1966.33,86975.57,21.0,3,100.0,Quarterly,UPI,1,0,108611.36
C102346,55.0,Male,Mumbai,48,1910.86,81581.38,18.0,1,85.0,Monthly,Credit Card,0,0,118228.65
C102347,37.0,Female,Mumbai,22,1162.23,23160.25,19.0,4,57.0,Monthly,UPI,0,0,39588.76
C102348,40.0,Male,Hyderabad,61,2460.08,142999.82,11.0,2,90.0,Monthly,UPI,1,0,162518.24
C102349,62.0,Male,Bengaluru,48,1829.87,82198.68,10.0,0,65.0,Monthly,Credit Card,0,0,110534.65
C102350,69.0,Male,Hyderabad,64,399.0,23536.94,15.0,2,89.0,Monthly,Debit Card,0,0,43491.65
C102351,33.0,Female,Chennai,37,986.15,32357.93,18.0,2,21.0,Monthly,UPI,0,0,49754.56
C102352,67.0,Female,Pune,41,1530.17,70022.54,29.0,2,87.0,Monthly,UPI,1,0,92516.64
C102353,59.0,Male,Bengaluru,5,2186.63,11383.58,20.0,3,62.0,Annual,Credit Card,0,0,54014.23
C102354,25.0,Female,Pune,52,2055.02,111269.55,17.0,0,100.0,Annual,UPI,1,0,125164.97
C102355,67.0,Male,Hyderabad,17,1347.68,24158.96,1.0,4,21.0,Monthly,Bank Transfer,1,0,19856.18
C102356,38.0,Female,Delhi,62,2602.01,178766.06,17.0,2,78.0,Monthly,Debit Card,1,0,180230.17
C102357,18.0,Male,Kolkata,52,2537.69,131136.44,17.0,2,71.0,Annual,Debit Card,1,0,138270.56
C102358,25.0,Female,Bengaluru,20,1777.6,36966.35,8.0,2,52.0,Quarterly,UPI,0,0,51280.5
C102359,46.0,Male,Kolkata,16,1033.44,18058.81,19.0,2,66.0,Annual,Debit Card,0,0,47163.58
C102360,49.0,Other,Mumbai,7,1601.28,11098.13,24.0,2,75.0,Monthly,Bank Transfer,1,0,49513.23
C102361,55.0,Male,Bengaluru,66,1554.93,104334.16,28.0,3,46.0,Monthly,UPI,0,0,106061.31
C102362,22.0,Male,Kolkata,12,957.04,10689.98,16.0,2,69.0,Annual,Debit Card,1,0,40944.71
C102363,64.0,Male,Hyderabad,43,2138.73,93186.29,11.0,1,59.0,Monthly,Debit Card,0,0,101685.07
C102364,39.0,Female,Hyderabad,40,1922.24,79610.37,24.0,2,84.0,Quarterly,Bank Transfer,1,0,114489.08
C102365,64.0,Female,Mumbai,1,1169.9,1062.4,9.0,2,72.0,Quarterly,Credit Card,0,0,29064.82
C102366,51.0,Female,Pune,58,2211.3,129412.85,16.0,3,79.0,Annual,UPI,1,0,141464.34
C102367,18.0,Female,Pune,3,2685.42,7464.82,7.0,4,33.0,Annual,Debit Card,0,0,33643.77
C102368,43.0,Female,Hyderabad,8,2132.0,18083.64,23.0,1,75.0,Monthly,Credit Card,0,0,69246.61
C102369,44.0,Female,Other,61,1419.49,94749.68,10.0,2,65.0,Monthly,Credit Card,1,0,89723.82
C102370,27.0,Male,Delhi,5,3357.94,18782.0,22.0,2,76.0,Monthly,Credit Card,0,0,79641.97
C102371,47.0,Female,Other,26,2333.45,53887.59,15.0,4,63.0,Annual,UPI,1,0,85386.4
C102372,67.0,Male,Bengaluru,17,1393.39,23977.96,18.0,3,38.0,Monthly,Bank Transfer,0,0,39262.04
C102373,35.0,Female,Delhi,66,2859.16,192117.58,13.0,1,56.0,Monthly,Debit Card,1,0,190275.12
C102374,34.0,Female,Pune,51,881.69,49056.69,17.0,1,83.0,Annual,Credit Card,0,0,73510.21
C102375,43.0,Female,Chennai,47,1041.69,49773.39,22.0,4,34.0,Monthly,Debit Card,0,0,63145.06
C102376,25.0,Female,Other,40,1729.29,62741.4,12.0,1,61.0,Annual,Credit Card,0,0,94152.73
C102377,64.0,Female,Bengaluru,27,2433.3,68534.19,17.0,1,100.0,Quarterly,Credit Card,1,0,89113.45
C102378,57.0,Female,Bengaluru,40,1369.61,53177.73,23.0,3,81.0,Monthly,Wallet,0,0,86074.26
C102379,66.0,Male,Kolkata,1,1717.87,1514.85,8.0,2,71.0,Monthly,UPI,1,0,37807.04
C102380,29.0,Male,Other,46,1201.83,60722.22,11.0,4,61.0,Monthly,Bank Transfer,0,0,74311.95
C102381,44.0,Female,Bengaluru,11,2255.82,24736.98,10.0,0,66.0,Monthly,Credit Card,1,0,67107.96
C102382,25.0,Female,Hyderabad,39,2109.4,87554.29,14.0,2,46.0,Quarterly,UPI,0,0,104006.65
C102383,42.0,Male,Pune,18,856.04,16512.64,5.0,3,45.0,Monthly,UPI,0,0,19347.1
C102384,63.0,Male,Kolkata,47,1769.52,84014.83,15.0,4,48.0,Monthly,Bank Transfer,0,0,100340.17
C102385,21.0,Male,Mumbai,21,1964.04,41858.53,28.0,1,100.0,Monthly,Credit Card,0,0,97817.21
C102386,50.0,Male,Delhi,28,1927.31,50083.74,16.0,3,41.0,Annual,Bank Transfer,0,0,79419.46
C102387,18.0,Female,Pune,1,2004.28,2063.02,30.0,1,83.0,Annual,Credit Card,0,0,48070.91
C102388,36.0,Female,Hyderabad,14,1351.55,16698.17,4.0,1,70.0,Monthly,Bank Transfer,1,0,48025.79
C102389,48.0,Female,Other,20,2339.87,41770.22,6.0,1,38.0,Monthly,Credit Card,1,0,85150.47
C102390,33.0,Female,Bengaluru,45,1553.46,74665.95,3.0,5,67.0,Annual,UPI,1,0,77909.74
C102391,31.0,Female,Delhi,61,2413.09,139275.02,1.0,2,39.0,Quarterly,Credit Card,0,0,159387.16
C102392,70.0,Male,Chennai,27,2048.77,53763.77,15.0,3,72.0,Annual,Debit Card,0,0,81167.42
C102393,65.0,Male,Chennai,56,1477.27,89224.31,6.0,3,80.0,Monthly,Debit Card,1,0,105859.68
C102394,22.0,Female,Delhi,52,1760.61,93167.38,1.0,4,31.0,Monthly,Debit Card,0,0,104618.53
C102395,58.0,Male,Other,68,2105.27,149954.2,12.0,4,90.0,Annual,UPI,0,0,145604.84
C102396,43.0,Male,Delhi,37,1575.29,56579.46,15.0,3,72.0,Monthly,Debit Card,0,0,84909.33
C102397,45.0,Male,Pune,31,1553.29,53806.74,17.0,3,72.0,Monthly,Credit Card,0,0,79577.18
C102398,19.0,Male,Hyderabad,49,1148.54,55319.88,15.0,0,79.0,Monthly,Bank Transfer,1,0,85165.46
C102399,67.0,Male,Pune,53,2734.8,156650.76,18.0,5,46.0,Monthly,Credit Card,0,0,160140.53
C102400,23.0,Female,Bengaluru,39,1273.56,47510.66,9.0,1,59.0,Quarterly,Wallet,0,0,74609.37
C102401,26.0,Male,Hyderabad,10,1008.76,10745.1,8.0,2,32.0,Quarterly,Bank Transfer,0,1,17416.61
C102402,50.0,Female,Hyderabad,9,2081.3,16916.09,23.0,1,67.0,Monthly,UPI,1,0,67572.01
C102403,58.0,Male,Delhi,13,823.31,11977.0,26.0,3,52.0,Annual,Credit Card,0,0,33960.15
C102404,42.0,Female,Other,18,1817.21,35233.09,6.0,1,60.0,Monthly,Credit Card,1,0,58026.79
C102405,65.0,Female,Delhi,12,1076.54,12129.08,16.0,3,62.0,Monthly,UPI,0,0,41186.89
C102406,30.0,Female,Bengaluru,72,2087.14,142706.32,9.0,1,60.0,Monthly,Credit Card,0,0,163695.52
C102407,26.0,Female,Hyderabad,5,1925.06,9239.48,8.0,1,69.0,Annual,UPI,0,0,38689.81
C102408,70.0,Male,Mumbai,7,1223.15,8347.0,16.0,4,78.0,Monthly,Bank Transfer,1,0,39246.0
C102409,30.0,Male,Hyderabad,15,1937.25,27947.27,17.0,3,89.0,Annual,Wallet,0,0,71237.94
C102410,48.0,Male,Chennai,67,2084.38,128447.83,12.0,2,44.0,Monthly,UPI,0,0,147606.34
C102411,58.0,Male,Delhi,18,1508.36,29729.68,12.0,3,72.0,Monthly,Wallet,0,0,52620.41
C102412,28.0,Male,Other,38,1809.48,65806.76,8.0,3,56.0,Annual,Credit Card,1,0,85389.53
C102413,21.0,Female,Chennai,26,2402.84,60461.69,23.0,5,100.0,Quarterly,Bank Transfer,1,0,102176.12
C102414,51.0,Female,Hyderabad,38,2069.88,75845.78,14.0,1,82.0,Monthly,Debit Card,0,0,108405.51
C102415,55.0,Female,Pune,59,1742.09,107817.48,8.0,5,94.0,Annual,Debit Card,0,0,117890.44
C102416,63.0,Female,Pune,52,1852.64,87797.97,14.0,4,40.0,Monthly,Credit Card,0,0,103905.15
C102417,21.0,Female,Pune,33,1842.07,56958.3,13.0,4,27.0,Annual,Credit Card,0,0,80706.27
C102418,55.0,Female,Hyderabad,21,2473.31,49251.13,9.0,5,97.0,Quarterly,Debit Card,0,0,72955.26
C102419,36.0,Female,Chennai,17,691.97,12215.1,9.0,0,96.0,Monthly,Wallet,0,0,39739.23
C102420,23.0,Male,Other,62,2156.53,133443.46,9.0,2,90.0,Quarterly,Debit Card,0,0,156603.01
C102421,51.0,Male,Hyderabad,59,2363.26,124801.57,7.0,2,70.0,Annual,Debit Card,1,0,156290.54
C102422,35.0,Female,Delhi,2,1322.86,2943.02,16.0,3,65.0,Quarterly,Credit Card,1,0,36717.96
C102423,30.0,Female,Bengaluru,64,1210.69,70166.34,13.0,1,77.0,Monthly,Debit Card,0,0,89943.04
C102424,58.0,Female,Mumbai,25,2550.57,63991.29,29.0,1,76.0,Monthly,Credit Card,0,0,105358.91
C102425,40.0,Male,Pune,41,1912.46,72603.02,20.0,3,84.0,Annual,Wallet,0,0,98699.63
C102426,36.0,Female,Mumbai,19,2983.76,57713.35,17.0,0,80.0,Annual,UPI,0,0,107587.98
C102427,62.0,Male,Pune,38,1389.64,53615.45,12.0,2,84.0,Annual,UPI,1,0,72683.52
C102428,28.0,Male,Chennai,25,1743.15,44622.54,13.0,2,44.0,Quarterly,UPI,1,0,69419.68
C102429,18.0,Male,Other,39,1430.22,62021.14,5.0,0,82.0,Monthly,UPI,0,0,82643.81
C102430,41.0,Male,Chennai,4,1774.05,7214.54,7.0,4,41.0,Annual,UPI,1,0,24162.81
C102431,24.0,Male,Hyderabad,3,2022.62,5784.79,8.0,1,100.0,Monthly,UPI,1,0,51752.57
C102432,42.0,Male,Chennai,34,1561.22,47177.06,4.0,3,56.0,Annual,UPI,0,0,76928.51
C102433,38.0,Male,Pune,10,1685.62,16579.45,14.0,4,50.0,Monthly,UPI,0,0,46579.77
C102434,32.0,Male,Pune,27,1306.94,38072.8,4.0,0,83.0,Monthly,Credit Card,1,0,58632.67
C102435,18.0,Female,Chennai,1,2193.89,2046.93,18.0,4,82.0,Quarterly,Credit Card,1,0,49221.02
C102436,29.0,Female,Mumbai,44,3299.22,158560.21,14.0,4,33.0,Annual,Bank Transfer,0,0,168913.9
C102437,24.0,Male,Pune,52,2892.32,146871.53,27.0,1,70.0,Annual,Credit Card,0,0,181374.49
C102438,32.0,Male,Pune,25,1173.05,29279.83,15.0,3,67.0,Monthly,UPI,1,0,49548.4
C102439,38.0,Female,Delhi,65,1490.69,97429.71,7.0,1,42.0,Monthly,UPI,1,0,100772.08
C102440,36.0,Female,Pune,11,2016.19,23091.52,6.0,5,57.0,Annual,Bank Transfer,0,0,50067.8
C102441,46.0,Male,Mumbai,68,472.88,31084.22,25.0,4,41.0,Monthly,Credit Card,0,0,40165.45
C102442,42.0,Female,Hyderabad,15,1764.99,27427.39,9.0,4,74.0,Quarterly,UPI,0,0,56402.32
C102443,50.0,Female,Hyderabad,57,2359.54,119118.1,10.0,1,59.0,Annual,UPI,0,0,148048.1
C102444,66.0,Male,Other,64,2039.23,118314.11,12.0,1,48.0,Annual,UPI,0,0,134245.17
C102445,49.0,Male,Hyderabad,11,1736.37,20979.77,14.0,2,41.0,Monthly,UPI,1,0,36343.48
C102446,66.0,Male,Chennai,20,1372.94,26811.85,25.0,1,78.0,Quarterly,UPI,0,1,59588.63
C102447,52.0,Female,Other,30,1574.01,42122.31,16.0,2,70.0,Monthly,Bank Transfer,0,0,85711.92
C102448,61.0,Male,Hyderabad,10,1490.55,13510.87,15.0,0,71.0,Monthly,Debit Card,1,0,47996.07
C102449,55.0,Male,Pune,54,1124.11,57051.37,14.0,3,46.0,Monthly,Credit Card,0,1,75259.61
C102450,43.0,Male,Pune,58,2652.35,136744.76,15.0,1,43.0,Annual,Bank Transfer,0,0,173636.82
C102451,28.0,Female,Other,29,2825.82,84688.08,21.0,0,83.0,Monthly,Credit Card,0,0,120950.7
C102452,52.0,Female,Bengaluru,1,1401.35,1399.05,11.0,2,85.0,Quarterly,UPI,0,0,40675.97
C102453,25.0,Female,Bengaluru,58,1140.62,72116.22,12.0,0,100.0,Quarterly,UPI,0,0,94177.21
C102454,63.0,Female,Kolkata,21,1308.18,28821.64,21.0,1,98.0,Monthly,Credit Card,0,0,83610.79
C102455,31.0,Male,Bengaluru,15,1165.4,16214.01,11.0,1,100.0,Monthly,Credit Card,1,0,48314.26
C102456,27.0,Female,Mumbai,67,1743.07,107900.34,11.0,5,45.0,Annual,UPI,1,0,108796.96
C102457,19.0,Female,Delhi,33,1972.6,68798.98,24.0,1,87.0,Monthly,Debit Card,0,0,105295.22
C102458,63.0,Male,Bengaluru,38,2581.26,96235.94,12.0,3,64.0,Quarterly,Debit Card,1,0,109195.47
C102459,26.0,Female,Other,19,766.75,14733.88,15.0,6,91.0,Monthly,UPI,0,0,39302.11
C102460,20.0,Female,Delhi,4,2414.69,10668.94,13.0,0,59.0,Monthly,UPI,1,0,58331.63
C102461,38.0,Female,Hyderabad,58,1797.8,92600.91,11.0,6,72.0,Monthly,Credit Card,1,0,123863.68
C102462,43.0,Male,Hyderabad,70,416.9,31107.12,13.0,1,67.0,Monthly,Debit Card,0,0,51337.1
C102463,25.0,Female,Hyderabad,12,981.72,10943.25,13.0,0,90.0,Monthly,UPI,0,0,44523.59
C102464,65.0,Female,Bengaluru,17,2129.35,38803.77,20.0,0,47.0,Quarterly,UPI,0,0,76835.1
C102465,19.0,Male,Delhi,1,1242.63,1257.26,9.0,0,74.0,Monthly,UPI,0,0,35288.72
C102466,23.0,Male,Hyderabad,14,1548.06,20887.95,29.0,2,52.0,Monthly,UPI,0,0,65032.99
C102467,45.0,Male,Bengaluru,2,1716.12,3448.66,10.0,1,75.0,Monthly,Debit Card,1,0,44741.49
C102468,70.0,Other,Kolkata,4,2568.68,9894.87,20.0,2,64.0,Quarterly,UPI,0,0,63742.87
C102469,46.0,Female,Mumbai,66,970.92,56923.43,5.0,4,92.0,Monthly,Bank Transfer,1,0,75170.85
C102470,43.0,Male,Bengaluru,46,2218.06,103892.33,10.0,1,100.0,Monthly,Credit Card,0,0,138566.07
C102471,42.0,Male,Other,50,2627.64,135084.82,13.0,2,49.0,Quarterly,Debit Card,1,0,142447.5
C102472,29.0,Male,Bengaluru,60,1164.7,67293.04,9.0,1,63.0,Quarterly,Bank Transfer,1,0,86286.49
C102473,22.0,Female,Kolkata,52,2307.74,106469.09,20.0,3,63.0,Monthly,Debit Card,0,0,127320.21
C102474,51.0,Male,Delhi,48,1708.81,77737.02,19.0,2,77.0,Annual,Debit Card,0,0,102761.63
C102475,65.0,Female,Pune,39,1350.11,57900.36,9.0,2,34.0,Monthly,Debit Card,0,0,60364.89
C102476,54.0,Female,Pune,70,1585.08,100200.89,2.0,4,26.0,Monthly,Bank Transfer,0,1,107353.58
C102477,32.0,Female,Mumbai,60,2198.89,121129.45,20.0,0,92.0,Annual,UPI,0,0,149680.1
C102478,61.0,Male,Pune,30,1314.53,42960.64,15.0,2,45.0,Monthly,Credit Card,1,0,55006.28
C102479,53.0,Male,Pune,27,2395.02,61203.52,11.0,0,54.0,Monthly,UPI,0,0,91757.53
C102480,32.0,Male,Bengaluru,55,1766.94,91041.94,15.0,2,50.0,Annual,Credit Card,0,0,108566.45
C102481,60.0,Male,Chennai,70,476.52,31614.17,9.0,2,47.0,Monthly,Debit Card,0,0,52545.48
C102482,65.0,Male,Kolkata,26,1753.31,49809.86,20.0,2,54.0,Monthly,Bank Transfer,1,0,70489.89
